JobIDRaw|JobName|State|Elapsed|Timelimit|ReqMem|MaxRSS|AllocCPUS|TotalCPU|ExitCode
37313902.batch|batch|CANCELLED|12:00:06||64Gc|18149708K|8|00:22.873|0:15
37313902.extern|extern|COMPLETED|12:00:05||64Gc|2864K|8|00:00:00|0:0
37314819|FC_robo3|COMPLETED|00:01:10|04:00:00|32Gn||8|00:01.633|0:0
37314819.batch|batch|COMPLETED|00:01:10||32Gn|25288K|8|00:01.632|0:0
37314819.extern|extern|COMPLETED|00:01:10||32Gn|2864K|8|00:00:00|0:0
37314839|FC_robo3|COMPLETED|00:00:14|04:00:00|32Gn||8|00:02.097|0:0
37314839.batch|batch|COMPLETED|00:00:14||32Gn|2520K|8|00:02.096|0:0
37314839.extern|extern|COMPLETED|00:00:14||32Gn|2680K|8|00:00.001|0:0
37314846|FC_robo3|COMPLETED|00:02:57|04:00:00|32Gn||8|14:33.781|0:0
37314846.batch|batch|COMPLETED|00:02:57||32Gn|1389656K|8|14:33.778|0:0
37314846.extern|extern|COMPLETED|00:02:57||32Gn|2680K|8|00:00.002|0:0
37316686|Sepp_R_job|FAILED|00:00:01|01:00:00|8Gn||4|00:00.522|127:0
37316686.batch|batch|FAILED|00:00:01||8Gn|3004K|4|00:00.520|127:0
37316686.extern|extern|COMPLETED|00:00:01||8Gn|2680K|4|00:00.001|0:0
37316687|Sepp_R_job|FAILED|00:00:23|01:00:00|8Gn||4|00:09.266|1:0
37316687.batch|batch|FAILED|00:00:23||8Gn|3172K|4|00:09.265|1:0
37316687.extern|extern|COMPLETED|00:00:23||8Gn|2864K|4|00:00:00|0:0
37316690|Sepp_R_job|FAILED|00:00:01|01:00:00|8Gn||4|00:00.005|2:0
37316690.batch|batch|FAILED|00:00:01||8Gn|3172K|4|00:00.004|2:0
37316690.extern|extern|COMPLETED|00:00:01||8Gn|2864K|4|00:00:00|0:0
37316693|Sepp_R_job|OUT_OF_MEMORY|00:02:08|01:00:00|8Gn||4|01:40.465|0:125
37316693.batch|batch|OUT_OF_MEMORY|00:02:08||8Gn|6393244K|4|01:40.464|0:125
37316693.extern|extern|COMPLETED|00:02:08||8Gn|2864K|4|00:00:00|0:0
37316700|Sepp_R_job|CANCELLED by 13047|00:00:53|01:00:00|8Gn||4|00:17.039|0:0
37316700.batch|batch|CANCELLED|00:00:53||8Gn|559388K|4|00:17.038|0:15
37316700.extern|extern|COMPLETED|00:00:53||8Gn|2864K|4|00:00:00|0:0
37316702|Sepp_R_job|OUT_OF_MEMORY|00:01:43|01:00:00|8Gn||4|01:38.097|0:125
37316702.batch|batch|OUT_OF_MEMORY|00:01:43||8Gn|6392780K|4|01:38.096|0:125
37316702.extern|extern|COMPLETED|00:01:44||8Gn|2864K|4|00:00:00|0:0
37316703|Sepp_R_job|FAILED|00:01:09|01:00:00|64Gn||4|00:29.339|1:0
37316703.batch|batch|FAILED|00:01:09||64Gn|146932K|4|00:29.336|1:0
37316703.extern|extern|COMPLETED|00:01:10||64Gn|2892K|4|00:00.003|0:0
37316707|Sepp_R_job|FAILED|00:07:04|01:00:00|64Gn||4|07:40.607|1:0
37316707.batch|batch|FAILED|00:07:04||64Gn|15653896K|4|07:40.604|1:0
37316707.extern|extern|COMPLETED|00:07:05||64Gn|2892K|4|00:00.002|0:0
37316713|Science_R_job|FAILED|00:00:33|01:00:00|64Gn||4|00:20.965|2:0
37316713.batch|batch|FAILED|00:00:33||64Gn|266492K|4|00:20.963|2:0
37316713.extern|extern|COMPLETED|00:00:34||64Gn|2680K|4|00:00.001|0:0
37316715|Science_R_job|FAILED|00:02:20|01:00:00|64Gn||4|02:05.923|1:0
37316715.batch|batch|FAILED|00:02:20||64Gn|4316424K|4|02:05.922|1:0
37316715.extern|extern|COMPLETED|00:02:20||64Gn|2680K|4|00:00.001|0:0
37316738|Aldinger_R_job|CANCELLED by 13047|00:00:45|01:00:00|64Gn||4|00:18.972|0:0
37316738.batch|batch|CANCELLED|00:00:47||64Gn|335972K|4|00:18.969|0:15
37316738.extern|extern|COMPLETED|00:00:46||64Gn|2892K|4|00:00.002|0:0
37316740|Sepp_R_job|COMPLETED|00:06:53|01:00:00|64Gn||4|07:39.328|0:0
37316740.batch|batch|COMPLETED|00:06:53||64Gn|15741244K|4|07:39.326|0:0
37316740.extern|extern|COMPLETED|00:06:53||64Gn|2892K|4|00:00.002|0:0
37316741|Science_R_job|FAILED|00:02:04|01:00:00|64Gn||4|02:09.692|1:0
37316741.batch|batch|FAILED|00:02:04||64Gn|3871140K|4|02:09.691|1:0
37316741.extern|extern|COMPLETED|00:02:04||64Gn|2680K|4|00:00.001|0:0
37316742|Aldinger_R_job|FAILED|00:06:01|01:00:00|64Gn||4|06:00.419|1:0
37316742.batch|batch|FAILED|00:06:01||64Gn|11878916K|4|06:00.418|1:0
37316742.extern|extern|COMPLETED|00:06:01||64Gn|2680K|4|00:00.001|0:0
37316748|Science_R_job|COMPLETED|00:02:03|01:00:00|64Gn||4|02:07.964|0:0
37316748.batch|batch|COMPLETED|00:02:03||64Gn|3869240K|4|02:07.963|0:0
37316748.extern|extern|COMPLETED|00:02:03||64Gn|2680K|4|00:00.001|0:0
37316749|Aldinger_R_job|CANCELLED by 13047|00:04:50|01:00:00|64Gn||4|04:33.487|0:0
37316749.batch|batch|CANCELLED|00:04:51||64Gn|11900028K|4|04:33.486|0:15
37316749.extern|extern|COMPLETED|00:04:50||64Gn|2680K|4|00:00.001|0:0
37316752|Sepp_R_job|COMPLETED|00:06:44|01:00:00|64Gn||4|06:56.998|0:0
37316752.batch|batch|COMPLETED|00:06:44||64Gn|15653808K|4|06:56.997|0:0
37316752.extern|extern|COMPLETED|00:06:44||64Gn|2864K|4|00:00:00|0:0
37316753|Science_R_job|COMPLETED|00:02:50|01:00:00|64Gn||4|01:52.055|0:0
37316753.batch|batch|COMPLETED|00:02:50||64Gn|4034068K|4|01:52.054|0:0
37316753.extern|extern|COMPLETED|00:02:50||64Gn|2864K|4|00:00:00|0:0
37316754|Aldinger_R_job|COMPLETED|00:05:19|01:00:00|64Gn||4|05:48.840|0:0
37316754.batch|batch|COMPLETED|00:05:19||64Gn|11746484K|4|05:48.839|0:0
37316754.extern|extern|COMPLETED|00:05:19||64Gn|2680K|4|00:00.001|0:0
37316757|Aldinger_R_job|COMPLETED|00:04:53|01:00:00|64Gn||4|05:11.403|0:0
37316757.batch|batch|COMPLETED|00:04:53||64Gn|12964416K|4|05:11.402|0:0
37316757.extern|extern|COMPLETED|00:04:53||64Gn|2864K|4|00:00:00|0:0
37316769|Science_R_job|COMPLETED|00:02:04|01:00:00|64Gn||4|02:09.677|0:0
37316769.batch|batch|COMPLETED|00:02:04||64Gn|3871128K|4|02:09.675|0:0
37316769.extern|extern|COMPLETED|00:02:04||64Gn|2680K|4|00:00.001|0:0
37316770|Sepp_R_job|COMPLETED|00:06:14|01:00:00|64Gn||4|06:32.616|0:0
37316770.batch|batch|COMPLETED|00:06:14||64Gn|15741064K|4|06:32.615|0:0
37316770.extern|extern|COMPLETED|00:06:14||64Gn|2864K|4|00:00:00|0:0
37319641|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|04:57:57|12:00:00|64Gc||8|15:59.101|0:0
37319641.batch|batch|CANCELLED|04:57:59||64Gc|19104152K|8|15:59.099|0:15
37319641.extern|extern|COMPLETED|04:57:57||64Gc|2900K|8|00:00.001|0:0
37326288|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:17|12:00:00|64Gc||8|00:31.856|0:0
37326288.batch|batch|CANCELLED|12:00:19||64Gc|34013744K|8|00:31.856|0:15
37326288.extern|extern|COMPLETED|12:00:18||64Gc|2864K|8|00:00:00|0:0
37326680|MarkerComp_R_job|CANCELLED by 13047|00:10:30|02:00:00|64Gn||8|01:25.279|0:0
37326680.batch|batch|CANCELLED|00:10:31||64Gn|5150760K|8|01:25.278|0:15
37326680.extern|extern|COMPLETED|00:10:30||64Gn|2864K|8|00:00:00|0:0
37327204|MarkerComp_R_job|FAILED|00:05:35|02:00:00|64Gn||8|03:39.798|1:0
37327204.batch|batch|FAILED|00:05:35||64Gn|5941924K|8|03:39.797|1:0
37327204.extern|extern|COMPLETED|00:05:35||64Gn|2864K|8|00:00.001|0:0
37327508|MarkerComp_R_job|COMPLETED|00:04:50|02:00:00|64Gn||8|03:30.850|0:0
37327508.batch|batch|COMPLETED|00:04:50||64Gn|6329728K|8|03:30.848|0:0
37327508.extern|extern|COMPLETED|00:04:50||64Gn|2856K|8|00:00.001|0:0
37327573|MarkerComp_R_job|COMPLETED|00:04:42|02:00:00|64Gn||8|03:22.066|0:0
37327573.batch|batch|COMPLETED|00:04:42||64Gn|6661660K|8|03:22.065|0:0
37327573.extern|extern|COMPLETED|00:04:42||64Gn|2864K|8|00:00:00|0:0
37327806|MarkerComp_R_job|COMPLETED|00:03:42|02:00:00|64Gn||8|03:26.580|0:0
37327806.batch|batch|COMPLETED|00:03:42||64Gn|6556640K|8|03:26.578|0:0
37327806.extern|extern|COMPLETED|00:03:42||64Gn|2856K|8|00:00.001|0:0
37328034|MarkerComp_R_job|FAILED|00:03:28|02:00:00|64Gn||8|03:19.194|1:0
37328034.batch|batch|FAILED|00:03:28||64Gn|6899572K|8|03:19.193|1:0
37328034.extern|extern|COMPLETED|00:03:28||64Gn|2856K|8|00:00.001|0:0
37338156|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:12|12:00:00|64Gc||8|01:03.784|0:0
37338156.batch|batch|CANCELLED|12:00:14||64Gc|8706M|8|01:03.781|0:15
37338156.extern|extern|COMPLETED|12:00:12||64Gc|2892K|8|00:00.003|0:0
37339171|ABT_R_job|FAILED|00:01:29|02:00:00|64Gn||8|00:24.643|1:0
37339171.batch|batch|FAILED|00:01:29||64Gn|151544K|8|00:24.642|1:0
37339171.extern|extern|COMPLETED|00:01:29||64Gn|2900K|8|00:00.001|0:0
37339202|ABT_R_job|COMPLETED|00:16:34|02:00:00|64Gn||8|00:53.286|0:0
37339202.batch|batch|COMPLETED|00:16:34||64Gn|667332K|8|00:53.286|0:0
37339202.extern|extern|COMPLETED|00:16:34||64Gn|2864K|8|00:00:00|0:0
37339210|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:05|12:00:00|64Gc||8|01:49.880|0:0
37339210.batch|batch|CANCELLED|12:00:06||64Gc|7266432K|8|01:49.879|0:15
37339210.extern|extern|COMPLETED|12:00:05||64Gc|2864K|8|00:00:00|0:0
37339217|MarkerComp_R_job|COMPLETED|00:04:12|02:00:00|64Gn||8|03:20.440|0:0
37339217.batch|batch|COMPLETED|00:04:12||64Gn|6767808K|8|03:20.439|0:0
37339217.extern|extern|COMPLETED|00:04:12||64Gn|2864K|8|00:00:00|0:0
37339378|ABT_R_job|COMPLETED|00:16:18|02:00:00|64Gn||8|00:49.114|0:0
37339378.batch|batch|COMPLETED|00:16:18||64Gn|629544K|8|00:49.113|0:0
37339378.extern|extern|COMPLETED|00:16:18||64Gn|2864K|8|00:00:00|0:0
37339413|MarkerComp_R_job|COMPLETED|00:03:53|02:00:00|64Gn||8|03:18.951|0:0
37339413.batch|batch|COMPLETED|00:03:53||64Gn|6520420K|8|03:18.950|0:0
37339413.extern|extern|COMPLETED|00:03:53||64Gn|2864K|8|00:00:00|0:0
37339449|MarkerComp_R_job|COMPLETED|00:03:55|02:00:00|64Gn||8|03:21.927|0:0
37339449.batch|batch|COMPLETED|00:03:55||64Gn|6812068K|8|03:21.926|0:0
37339449.extern|extern|COMPLETED|00:03:55||64Gn|2864K|8|00:00:00|0:0
37339567|ABT_R_job|COMPLETED|00:15:33|02:00:00|64Gn||8|00:46.720|0:0
37339567.batch|batch|COMPLETED|00:15:33||64Gn|629228K|8|00:46.719|0:0
37339567.extern|extern|COMPLETED|00:15:33||64Gn|2864K|8|00:00.001|0:0
37339681|ABT_R_job|COMPLETED|00:15:11|02:00:00|64Gn||8|00:46.142|0:0
37339681.batch|batch|COMPLETED|00:15:11||64Gn|629480K|8|00:46.141|0:0
37339681.extern|extern|COMPLETED|00:15:11||64Gn|2864K|8|00:00.001|0:0
37339885|ABT_R_job|COMPLETED|00:14:04|02:00:00|64Gn||8|00:53.990|0:0
37339885.batch|batch|COMPLETED|00:14:04||64Gn|634260K|8|00:53.989|0:0
37339885.extern|extern|COMPLETED|00:14:04||64Gn|2864K|8|00:00.001|0:0
37340130|ABT_R_job|COMPLETED|00:12:46|02:00:00|64Gn||8|00:56.118|0:0
37340130.batch|batch|COMPLETED|00:12:46||64Gn|634040K|8|00:56.117|0:0
37340130.extern|extern|COMPLETED|00:12:46||64Gn|2864K|8|00:00.001|0:0
37372224|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:15|12:00:00|64Gc||8|00:31.803|0:0
37372224.batch|batch|CANCELLED|12:00:16||64Gc|5281720K|8|00:31.802|0:15
37372224.extern|extern|COMPLETED|12:00:15||64Gc|2864K|8|00:00:00|0:0
37372229|ABT_R_job|COMPLETED|00:13:00|02:00:00|64Gn||8|00:51.028|0:0
37372229.batch|batch|COMPLETED|00:13:00||64Gn|634124K|8|00:51.027|0:0
37372229.extern|extern|COMPLETED|00:13:00||64Gn|2864K|8|00:00:00|0:0
37372230|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:18|12:00:00|64Gc||8|00:31.885|0:0
37372230.batch|batch|CANCELLED|12:00:19||64Gc|4217924K|8|00:31.884|0:15
37372230.extern|extern|COMPLETED|12:00:18||64Gc|2864K|8|00:00.001|0:0
37372234|ABT_R_job|COMPLETED|00:12:24|02:00:00|64Gn||8|00:53.289|0:0
37372234.batch|batch|COMPLETED|00:12:24||64Gn|637132K|8|00:53.288|0:0
37372234.extern|extern|COMPLETED|00:12:24||64Gn|2864K|8|00:00.001|0:0
37372238|ABT_R_job|COMPLETED|00:31:02|02:00:00|64Gn||8|01:31.981|0:0
37372238.batch|batch|COMPLETED|00:31:02||64Gn|634680K|8|01:31.981|0:0
37372238.extern|extern|COMPLETED|00:31:02||64Gn|2864K|8|00:00:00|0:0
37380192|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:13|12:00:00|64Gc||8|00:00:00|0:0
37384609|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|00:00:00|12:00:00|64Gc||8|00:00:00|0:0
37385211|bam2bw|COMPLETED|00:00:17|02:00:00|32Gn||8|00:00:00|0:0
37385212|bam2bw|COMPLETED|00:00:27|02:00:00|32Gn||8|00:00:00|0:0
37385213|bam2bw|COMPLETED|00:00:17|02:00:00|32Gn||8|00:00:00|0:0
37385214|bam2bw|COMPLETED|00:00:17|02:00:00|32Gn||8|00:00:00|0:0
37385215|bam2bw|COMPLETED|00:00:27|02:00:00|32Gn||8|00:00:00|0:0
37385216|bam2bw|COMPLETED|00:00:27|02:00:00|32Gn||8|00:00:00|0:0
37385217|bam2bw|COMPLETED|00:00:27|02:00:00|32Gn||8|00:00:00|0:0
37385218|bam2bw|COMPLETED|00:00:27|02:00:00|32Gn||8|00:00:00|0:0
37385367|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385368|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385369|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385370|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385371|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385372|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385373|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385374|bam2bw|FAILED|00:00:00|02:00:00|32Gn||8|00:00:00|1:0
37385409|bam2bw|COMPLETED|00:00:08|02:00:00|32Gn||8|00:00:00|0:0
37385410|bam2bw|COMPLETED|00:00:11|02:00:00|32Gn||8|00:00:00|0:0
37385411|bam2bw|COMPLETED|00:00:10|02:00:00|32Gn||8|00:00:00|0:0
37385412|bam2bw|COMPLETED|00:00:08|02:00:00|32Gn||8|00:00:00|0:0
37385413|bam2bw|COMPLETED|00:00:10|02:00:00|32Gn||8|00:00:00|0:0
37385414|bam2bw|COMPLETED|00:00:11|02:00:00|32Gn||8|00:00:00|0:0
37385415|bam2bw|COMPLETED|00:00:08|02:00:00|32Gn||8|00:00:00|0:0
37385416|bam2bw|COMPLETED|00:00:08|02:00:00|32Gn||8|00:00:00|0:0
37385460|bam2bw|COMPLETED|00:04:10|02:00:00|32Gn||8|00:00:00|0:0
37385461|bam2bw|COMPLETED|00:03:43|02:00:00|32Gn||8|00:00:00|0:0
37385462|bam2bw|COMPLETED|00:03:07|02:00:00|32Gn||8|00:00:00|0:0
37385463|bam2bw|COMPLETED|00:03:47|02:00:00|32Gn||8|00:00:00|0:0
37385464|bam2bw|COMPLETED|00:03:30|02:00:00|32Gn||8|00:00:00|0:0
37385465|bam2bw|COMPLETED|00:03:52|02:00:00|32Gn||8|00:00:00|0:0
37385466|bam2bw|COMPLETED|00:04:19|02:00:00|32Gn||8|00:00:00|0:0
37385467|bam2bw|COMPLETED|00:04:16|02:00:00|32Gn||8|00:00:00|0:0
37385759|bam2bw|COMPLETED|00:08:33|02:00:00|32Gn||8|00:00:00|0:0
37385760|bam2bw|COMPLETED|00:08:44|02:00:00|32Gn||8|00:00:00|0:0
37385761|bam2bw|COMPLETED|00:08:20|02:00:00|32Gn||8|00:00:00|0:0
37385762|bam2bw|COMPLETED|00:08:06|02:00:00|32Gn||8|00:00:00|0:0
37385763|bam2bw|COMPLETED|00:08:22|02:00:00|32Gn||8|00:00:00|0:0
37385764|bam2bw|COMPLETED|00:08:26|02:00:00|32Gn||8|00:00:00|0:0
37385765|bam2bw|COMPLETED|00:08:34|02:00:00|32Gn||8|00:00:00|0:0
37385766|bam2bw|COMPLETED|00:08:12|02:00:00|32Gn||8|00:00:00|0:0
37385844|FC_robo3_exon|COMPLETED|00:00:06|04:00:00|32Gn||8|00:00:00|0:0
37385874|FC_robo3_exon|COMPLETED|00:00:00|04:00:00|32Gn||8|00:00:00|0:0
37385899|FC_robo3_exon|COMPLETED|00:00:05|04:00:00|32Gn||8|00:00:00|0:0
37385908|FC_robo3_exon|COMPLETED|00:00:05|04:00:00|32Gn||8|00:00:00|0:0
37385918|FC_robo3_exon|COMPLETED|00:02:54|04:00:00|32Gn||8|00:00:00|0:0
37386005|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|00:05:26|12:00:00|64Gc||8|00:00:00|0:0
37386064|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|00:00:00|12:00:00|64Gc||8|00:00:00|0:0
37387505|ood-r-4.4.0-foss-2022b|COMPLETED|00:00:00|12:00:00|64Gc||8|00:00:00|0:0
37387682|ABT_R_job|COMPLETED|00:19:56|02:00:00|64Gn||8|00:00:00|0:0
37388043|ABT_R_job|COMPLETED|00:17:12|02:00:00|64Gn||8|00:00:00|0:0
37388306|ABT_R_job|COMPLETED|00:12:34|02:00:00|64Gn||8|00:00:00|0:0
37400951|ABT_R_job|COMPLETED|00:14:26|02:00:00|64Gn||8|00:00:00|0:0
37400975|ABT_R_job|COMPLETED|00:00:00|02:00:00|64Gn||8|00:00:00|0:0
37400986|ABT_R_job|COMPLETED|00:13:30|02:00:00|64Gn||8|00:00:00|0:0
37410855|ABT_R_job|COMPLETED|00:00:00|02:00:00|64Gn||8|00:00:00|0:0
37417952|ABT_R_job|COMPLETED|00:00:00|02:00:00|64Gn||8|00:00:00|0:0
37420206|ABT_R_job|COMPLETED|00:00:00|02:00:00|64Gn||8|00:00:00|0:0
37421091|ABT_R_job|COMPLETED|00:00:00|02:00:00|64Gn||8|00:00:00|0:0
37421922|ABT_R_job|COMPLETED|00:00:00|02:00:00|64Gn||8|00:00:00|0:0
37422525|ood-r-4.4.0-foss-2022b|COMPLETED|00:00:00|12:00:00|64Gc||12|00:00:00|0:0
37422768|ABT_R_job|COMPLETED|00:00:00|12:00:00|64Gn||12|00:00:00|0:0
37422831|ood-r-4.4.0-foss-2022b|COMPLETED|00:00:00|12:00:00|64Gc||8|00:00:00|0:0
37434073|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|11:13:38|12:00:00|64Gc||8|01:19:51|0:0
37434073.batch|batch|CANCELLED|11:13:42||64Gc|93612220K|8|01:19:51|0:15
37434737|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37434820|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37435865|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37436290|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37436679|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37436681|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37437786|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37437792|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37437808|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37437813|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37437814|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37438056|ABT_R_job|COMPLETED|00:39:07|04:00:00|64Gn||8|02:13.059|0:0
37438056.batch|batch|COMPLETED|00:39:07||64Gn|678960K|8|02:13.059|0:0
37438057|ABT_R_job|COMPLETED|00:24:12|04:00:00|64Gn||8|01:00.661|0:0
37438057.batch|batch|COMPLETED|00:24:12||64Gn|633632K|8|01:00.661|0:0
37438059|ABT_R_job|COMPLETED|00:00:00|04:00:00|64Gn||8|00:00:00|0:0
37438065|ABT_R_job|COMPLETED|00:17:00|04:00:00|64Gn||8|01:19.854|0:0
37438065.batch|batch|COMPLETED|00:17:00||64Gn|727248K|8|01:19.854|0:0
37438308|ABT_R_job|COMPLETED|00:13:39|04:00:00|64Gn||8|00:54.951|0:0
37438308.batch|batch|COMPLETED|00:13:39||64Gn|638520K|8|00:54.950|0:0
37438308.extern|extern|COMPLETED|00:13:39||64Gn|2864K|8|00:00:00|0:0
37438433|ABT_R_job|COMPLETED|00:13:40|04:00:00|64Gn||8|00:53.362|0:0
37438433.batch|batch|COMPLETED|00:13:40||64Gn|638360K|8|00:53.361|0:0
37438433.extern|extern|COMPLETED|00:13:40||64Gn|2864K|8|00:00.001|0:0
37441759|SRA|FAILED|00:03:37|03:00:00|8Gc||2|00:00.669|0:9
37441759.extern|extern|COMPLETED|00:03:37||8Gc|2864K|2|00:00.001|0:0
37441759.0|SRA|CANCELLED by 13047|00:03:36||8Gc|3548K|2|00:00.668|0:9
37441850|Xenium_VZSubsets|FAILED|00:00:01|04:00:00|80Gn||8|00:00.001|1:0
37441850.batch|batch|FAILED|00:00:01||80Gn||8|00:00:00|1:0
37441850.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00.001|0:0
37441851|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00.001|1:0
37441851.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441851.extern|extern|COMPLETED|00:00:00||80Gn|2864K|8|00:00.001|0:0
37441852|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441852.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441852.extern|extern|COMPLETED|00:00:00||80Gn|2864K|8|00:00:00|0:0
37441853|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441853.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441853.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441854|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441854.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441854.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441855|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441855.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441855.extern|extern|COMPLETED|00:00:00||80Gn|2864K|8|00:00:00|0:0
37441856|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00.001|1:0
37441856.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441856.extern|extern|COMPLETED|00:00:01||80Gn|3456K|8|00:00.001|0:0
37441857|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00.001|1:0
37441857.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441857.extern|extern|COMPLETED|00:00:00||80Gn|3456K|8|00:00.001|0:0
37441858|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441858.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441858.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441859|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441859.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441859.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441860|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441860.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441860.extern|extern|COMPLETED|00:00:00||80Gn|348K|8|00:00:00|0:0
37441861|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|80Gn||8|00:00:00|1:0
37441861.batch|batch|FAILED|00:00:00||80Gn||8|00:00:00|1:0
37441861.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441862|Xenium_VZSubsets|FAILED|00:00:01|04:00:00|80Gn||8|00:00:00|1:0
37441862.batch|batch|FAILED|00:00:01||80Gn||8|00:00:00|1:0
37441862.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441863|Xenium_VZSubsets|FAILED|00:00:01|04:00:00|80Gn||8|00:00:00|1:0
37441863.batch|batch|FAILED|00:00:01||80Gn||8|00:00:00|1:0
37441863.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441864|Xenium_VZSubsets|FAILED|00:00:01|04:00:00|80Gn||8|00:00:00|1:0
37441864.batch|batch|FAILED|00:00:01||80Gn||8|00:00:00|1:0
37441864.extern|extern|COMPLETED|00:00:01||80Gn|2864K|8|00:00:00|0:0
37441965|Xenium_VZSubsets|FAILED|00:00:01|04:00:00|64Gn||8|00:00:00|1:0
37441965.batch|batch|FAILED|00:00:01||64Gn||8|00:00:00|1:0
37441965.extern|extern|COMPLETED|00:00:01||64Gn|2864K|8|00:00:00|0:0
37441966|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|64Gn||8|00:00:00|1:0
37441966.batch|batch|FAILED|00:00:00||64Gn||8|00:00:00|1:0
37441966.extern|extern|COMPLETED|00:00:00||64Gn|2864K|8|00:00:00|0:0
37441967|Xenium_VZSubsets|FAILED|00:00:00|04:00:00|64Gn||8|00:00:00|1:0
37441967.batch|batch|FAILED|00:00:00||64Gn||8|00:00:00|1:0
37441967.extern|extern|COMPLETED|00:00:00||64Gn|2864K|8|00:00:00|0:0
37441968|Xenium_VZSubsets|FAILED|00:00:01|04:00:00|64Gn||8|00:00.001|1:0
37441968.batch|batch|FAILED|00:00:01||64Gn||8|00:00:00|1:0
